,Player,Rk,Tm,Age,Pos,G,GS,Intcpt,IntYds,IntTD,Lng,PD,FF,Fmb,FR,FumYds,FumTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year
227,Jonathan Allen,353.75,WAS,25,RDT,52,52,0,0,0,0.0,1,0,0,2,0,0,17.0,202,120,82,21,45,1,2020
228,Jonathan Babineaux,348.5,ATL,27,LDT,62,32,1,6,0,1.5,10,3,1,4,11,0,8.0,143,120,23,32,14,0,2008
229,Jonathan Fanene,719.5,CIN,26,DE,37,5,0,0,0,0.0,1,0,0,1,0,0,1.0,49,36,13,7,9,0,2008
230,Jonathan Garvin,965.33,GNB,23,LB,38,1,0,0,0,0.0,2,0,0,0,0,0,1.5,32,17,15,1,7,0,2022
231,Jonathan Goddard,1029.0,IND,24,DE,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2005
232,Jonathan Greenard,543.33,HOU,25,DL,33,17,1,39,1,13.0,6,2,0,1,0,0,10.5,68,42,26,17,19,0,2022
233,Jonathan Massaquoi,583.0,ATL,26,DE,39,7,0,0,0,0.0,2,0,0,0,0,0,6.0,70,47,23,11,15,0,2014
234,Jonathan Welsh,978.0,IND,23,DE,6,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,2005
235,Jonathan Woodard,665.0,MIA,25,DE,6,0,0,0,0,0.0,0,0,0,0,0,0,1.0,10,8,2,2,2,0,2018
236,Jordan Brailford,920.0,MIN,25,LB,5,0,0,0,0,0.0,0,1,0,1,0,0,0.0,2,2,0,0,1,0,2020
237,Josh Boyd,779.33,GNB,26,DE,26,4,0,0,0,0.0,1,0,0,0,0,0,0.0,28,17,11,4,1,0,2015
238,Josh Mallard,580.0,IND,23,DE,13,0,0,0,0,0.0,2,0,0,3,0,0,1.0,20,14,6,2,0,0,2002
239,Josh Sweat,595.5,PHI,24,LDE,55,16,0,0,0,0.0,7,4,0,0,0,0,17.5,105,60,45,23,36,0,2021
240,Jovan Haye,400.0,TAM,26,RDT,40,30,0,0,0,0.0,4,1,0,4,9,0,6.0,118,84,34,7,15,0,2008
241,Julian Jenkins,757.0,TAM,23,DE,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,9,6,3,1,0,0,2006
242,Julian Okwara,737.0,DET,25,LB,29,3,1,9,0,3.0,2,1,0,1,6,0,7.0,47,29,18,10,12,0,2022
243,Julius Peppers,258.0,CAR,25,LDE,60,60,3,164,1,29.5,25,14,0,2,70,1,40.5,197,159,38,43,0,0,2005
244,Justin Lawler,1159.0,LAR,27,DE,19,0,0,0,0,0.0,0,0,0,0,0,0,0.0,7,4,3,1,0,0,2021
245,Justin Smith,357.8,CIN,25,RDE,68,59,2,28,0,4.2,13,4,0,2,0,0,28.0,249,175,74,34,0,0,2004
246,Justin Tuck,381.5,NYG,25,LDE,52,19,1,41,1,10.25,4,5,0,0,0,0,23.0,171,131,40,37,42,0,2008
247,K'Lavon Chaisson,559.67,JAX,23,OLB,40,11,0,0,0,0.0,1,0,0,0,0,0,3.0,60,39,21,7,15,0,2022
248,Kabeer Gbaja-Biamila,430.25,GNB,26,RDE,54,27,1,72,1,18.0,7,9,0,4,0,0,37.0,127,98,29,34,0,0,2003
249,Kalimba Edwards,457.75,DET,26,DE,63,6,0,0,0,0.0,10,6,0,5,10,0,20.0,110,88,22,16,0,0,2005
250,Kamalei Correa,586.5,TEN,25,LOLB,54,13,0,0,0,0.0,4,2,0,1,0,0,8.5,75,52,23,11,11,0,2019
251,Kamerion Wimbley,196.25,CLE,26,LOLB,63,62,1,2,0,0.5,4,6,0,3,1,0,26.5,248,183,65,33,69,0,2009
252,Kapron Lewis-Moore,883.0,BAL,25,DE,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,2015
253,Kareem Martin,632.25,ARI,25,ROLB,56,14,1,7,0,1.75,4,4,0,0,0,0,3.5,51,41,10,4,8,0,2017
