,Player,Rk,Tm,Age,Pos,G,GS,Intcpt,IntYds,IntTD,Lng,PD,FF,Fmb,FR,FumYds,FumTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year
758,Clyde Edwards-Helaire,1450.5,KAN,23,RB,20,16,0,0,0,0.0,0,0,2,2,4,0,0.0,0,0,0,0,0,0,2022
759,Cobi Hamilton,1044.0,PIT,26,WR,11,8,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2016
760,Coby Fleener,1163.5,IND,27,TE,28,21,1,2,0,1.0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,2015
761,Cody Barton,334.75,SEA,26,LB,65,16,2,11,0,2.5,8,2,0,1,0,0,2.0,231,140,91,5,5,0,2022
762,Cody Core,891.0,NYG,25,WR,51,7,0,0,0,0.0,0,0,0,0,0,0,0.0,16,12,4,0,0,0,2019
763,Cody Ford,1184.0,BUF,25,RG,31,22,0,0,0,0.0,0,0,0,2,0,0,0.0,1,1,0,0,0,0,2021
764,Cody Glenn,675.0,IND,24,LB,19,0,0,0,0,0.0,0,0,0,0,0,0,0.0,24,19,5,0,0,0,2010
765,Cody Grimm,560.0,TAM,25,DB,23,12,2,24,1,4.33,3,1,0,0,0,0,0.0,73,56,17,0,0,0,2012
766,Cody Kessler,1230.5,JAX,25,QB,14,12,0,0,0,0.0,0,0,9,3,-12,0,0.0,0,0,0,0,0,0,2018
767,Cody Latimer,794.33,DEN,25,WR,37,3,0,0,0,0.0,0,0,1,1,0,0,0.0,15,14,1,0,0,0,2017
768,Cody Pickett,1080.0,SFO,25,QB,5,2,0,0,0,0.0,0,0,3,1,-12,0,0.0,1,1,0,0,0,0,2005
769,Cody Spencer,649.0,NYJ,25,LB,35,0,0,0,0,0.0,0,0,0,1,0,0,0.0,40,34,6,0,0,0,2006
770,Cody Whitehair,1336.0,CHI,26,C,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2018
771,Colby Bockwoldt,451.5,CLE,26,LB,49,24,0,0,0,0.0,4,0,0,3,6,1,2.0,160,116,44,8,0,0,2007
772,Colby Gossett,1472.0,ATL,26,T,14,1,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2021
773,Cole Holcomb,96.25,WAS,26,LB,50,48,3,54,1,7.75,10,5,0,1,0,0,4.5,388,239,149,15,9,0,2022
774,Cole Kmet,1381.0,CHI,23,TE,34,34,0,0,0,0.0,0,1,1,2,0,0,0.0,1,1,0,0,0,0,2022
775,Colin Branch,454.33,CAR,26,DB,48,19,4,79,0,25.33,9,0,0,0,0,0,0.0,86,67,19,2,0,0,2006
776,Colin Holba,1212.0,JAX,23,LS,7,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2017
777,Colin Jones,621.25,CAR,27,DB,60,2,0,0,0,0.0,3,1,0,2,0,0,1.0,54,43,11,4,2,0,2014
778,Colin Kaepernick,1211.33,SFO,27,QB,45,39,0,0,0,0.0,0,0,23,7,-30,0,0.0,0,0,0,0,0,0,2014
779,Colin McCarthy,232.67,TEN,24,MLB,36,19,3,50,1,16.67,5,3,0,2,0,0,0.0,161,117,44,10,2,0,2013
780,Collin Johnson,1503.0,NYG,24,WR,12,1,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2021
781,Colston Weatherington,1088.0,DAL,25,DE,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2002
782,Colt McCoy,1264.5,CLE,25,QB,21,21,0,0,0,0.0,0,0,12,6,-9,0,0.0,0,0,0,0,0,0,2011
783,Connor Barwin,359.67,HOU,26,ROLB,48,32,0,0,0,0.0,16,1,0,2,0,0,19.0,109,82,27,29,52,1,2012
784,Connor McGovern,1128.25,DAL,25,G,63,63,0,0,0,0.0,0,0,0,1,0,0,0.0,6,6,0,0,0,0,2022
785,Cooper Carlisle,1126.0,DEN,26,G,16,2,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2003
786,Cooper Taylor,810.0,NYG,25,DB,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,15,9,6,2,0,0,2015
787,Cordarrelle Patterson,823.0,MIN,25,WR,16,8,0,0,0,0.0,0,0,2,0,0,0,0.0,5,4,1,0,0,0,2016
788,Cordrea Tankersley,763.0,MIN,27,DB,19,12,0,0,0,0.0,7,0,0,0,0,0,0.0,38,28,10,1,0,0,2020
789,Cordy Glenn,1180.0,BUF,26,LT,16,16,0,0,0,0.0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,2015
790,Corey Ballentine,552.0,GNB,26,CB,36,4,0,0,0,0.0,2,1,0,0,0,0,0.0,51,42,9,0,1,0,2022
791,Corey Davis,1180.0,TEN,23,WR,16,16,0,0,0,0.0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,2018
792,Corey Fuller,766.0,DET,25,WR,12,0,0,0,0,0.0,0,0,1,0,0,0,0.0,5,5,0,0,0,0,2015
793,Corey Graham,341.75,CHI,25,DB,61,10,1,6,0,1.5,9,1,0,1,0,0,0.0,163,142,21,3,1,0,2010
794,Corey Jenkins,857.5,2TM,28,LB,23,0,0,0,0,0.0,1,0,0,0,0,0,0.0,9,7,2,0,0,0,2004
795,Corey Lemonier,655.25,2TM,25,DE,51,3,0,0,0,0.0,3,2,0,1,0,0,3.0,46,35,11,3,10,1,2016
796,Corey Linsley,1224.0,GNB,24,C,13,13,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2015
797,Corey Liuget,295.5,SDG,24,RDE,63,61,0,0,0,0.0,15,4,0,4,0,1,18.0,169,127,42,34,33,0,2014
798,Corey Lynch,620.75,TAM,26,DB,52,8,3,20,0,5.0,8,0,0,0,0,0,0.0,72,52,20,4,3,0,2011
799,Corey Moore,610.0,BUF,23,LB,9,4,0,0,0,0.0,0,1,0,1,0,0,1.0,15,11,4,1,0,0,2000
800,Corey Nelson,572.5,DEN,25,LB,53,5,0,0,0,0.0,6,0,0,1,0,0,1.0,106,73,33,3,4,0,2017
801,Corey Peters,426.75,ATL,25,LDT,56,53,1,1,0,0.25,7,1,0,1,13,1,9.0,120,86,34,15,14,0,2013
802,Corey Simon,286.0,PHI,26,LDT,62,62,0,0,0,0.0,11,8,0,3,5,0,26.5,183,142,41,35,0,0,2003
803,Corey Webster,307.5,NYG,26,RCB,57,31,5,99,1,22.75,44,6,0,2,4,0,2.0,150,141,9,4,1,0,2008
804,Corey White,393.75,2TM,25,DB,51,20,4,45,0,11.25,18,2,2,2,0,0,1.0,131,110,21,4,5,0,2015
805,Corey Williams,481.75,GNB,27,RDT,56,20,1,9,0,2.25,4,4,0,1,0,0,17.0,119,83,36,20,22,0,2007
806,Corey Wootton,650.75,CHI,26,LDT,45,22,0,0,0,0.0,6,3,0,2,1,0,11.0,70,54,16,13,20,0,2013
807,Corn Elder,572.0,CAR,26,DB,29,1,0,0,0,0.0,3,1,0,0,0,0,0.0,43,31,12,1,0,0,2020
808,Cornelius Griffin,284.75,NYG,27,LDT,60,45,0,0,0,0.0,12,1,0,3,-2,0,12.5,201,145,56,31,0,0,2003
809,Cornelius Washington,803.33,CHI,27,LB,30,2,0,0,0,0.0,1,0,0,0,0,0,3.0,30,21,9,5,6,0,2016
810,Cornelius Wortham,984.0,SEA,23,LB,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,2005
811,Cornell Armstrong,730.0,HOU,24,DB,20,0,0,0,0,0.0,0,0,0,0,0,0,0.0,12,11,1,0,0,0,2019
812,Correll Buckhalter,806.5,PHI,25,RB,30,11,0,0,0,0.0,0,0,5,2,0,0,0.0,9,9,0,0,0,0,2003
813,Cortez Allen,284.5,PIT,26,LCB,55,18,6,76,1,18.25,34,3,0,2,21,0,0.0,162,135,27,4,9,0,2014
814,Cortez Broughton,980.5,LAC,24,DT,11,0,0,0,0,0.0,1,0,0,0,0,0,0.0,9,4,5,0,0,0,2020
815,Cortland Finnegan,100.75,TEN,25,RCB,61,47,11,308,2,48.25,48,2,1,3,92,1,4.0,297,247,50,9,4,0,2009
816,Corvey Irvin,936.33,TAM,27,DT,18,0,0,0,0,0.0,0,0,0,0,0,0,0.0,11,7,4,1,1,0,2012
817,Cory Bird,446.0,IND,26,DB,45,8,0,0,0,0.0,1,1,0,0,0,0,0.5,114,90,24,1,0,0,2004
818,Cory Boyd,1133.0,DEN,23,RB,1,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2008
819,Cory James,206.0,OAK,24,RLB,26,14,0,0,0,0.0,1,2,0,0,0,0,0.0,104,78,26,9,0,0,2017
820,Cory Redding,432.0,DET,26,RDT/LDE,57,48,0,0,0,0.0,5,4,0,4,2,0,12.0,129,105,24,25,10,1,2006
821,Coty Sensabaugh,282.25,TEN,27,RCB,59,27,2,42,1,6.5,23,0,0,3,0,0,1.0,169,131,38,2,1,0,2015
822,Courtland Bullard,778.0,STL,25,LB,20,1,0,0,0,0.0,0,0,0,0,0,0,0.0,10,10,0,0,0,0,2003
823,Courtland Sutton,1203.5,DEN,24,WR,32,23,0,0,0,0.0,0,0,2,1,2,0,0.0,1,1,0,0,0,0,2019
824,Courtney Anderson,1099.0,OAK,26,TE,16,11,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2006
825,Courtney Brown,486.33,DAL,24,DB,62,46,0,0,0,0.0,22,6,0,7,26,1,17.0,183,144,39,29,0,0,2008
826,Courtney Greene,540.67,JAX,25,DB,30,13,1,8,0,2.67,4,1,0,1,0,0,0.0,93,70,23,2,0,0,2011
827,Courtney Roby,961.67,2TM,25,WR,31,6,0,0,0,0.0,0,0,1,0,0,0,0.0,9,7,2,0,0,0,2008
828,Courtney Taylor,985.0,SEA,24,WR,18,4,0,0,0,0.0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,2008
829,Courtney Upshaw,330.0,BAL,26,ROLB,64,51,0,0,0,0.0,6,3,0,5,5,0,5.0,183,111,72,17,17,0,2015
830,Courtney Watson,312.0,NOR,25,MLB,21,14,0,0,0,0.0,4,0,0,0,0,0,3.0,94,68,26,4,0,0,2005
831,Coy Wire,455.5,BUF,27,DB,57,19,0,0,0,0.0,3,1,0,1,0,0,5.0,160,117,43,10,0,0,2005
832,Coye Francies,895.33,OAK,26,DB,23,0,0,0,0,0.0,1,0,0,0,0,0,0.0,10,8,2,0,0,0,2012
833,Craig Krenzel,1203.0,CHI,23,QB,6,5,0,0,0,0.0,0,0,8,1,-11,0,0.0,0,0,0,0,0,0,2004
834,Craig Mager,540.0,SDG,24,LCB,21,10,1,8,0,4.0,6,0,0,1,0,0,0.0,41,29,12,1,0,0,2016
835,Craig Steltz,560.75,CHI,25,SS,48,7,1,44,0,11.0,2,2,0,1,0,0,1.0,86,72,14,2,1,0,2011
836,Craig Stevens,860.5,TEN,27,TE,58,28,0,0,0,0.0,0,0,0,0,0,0,0.0,22,20,2,1,1,0,2011
837,Craig Terrill,700.75,SEA,27,DT,47,2,0,0,0,0.0,3,0,0,2,23,0,5.0,67,46,21,11,5,0,2007
838,Crezdon Butler,898.0,SDG,26,DB,24,0,0,0,0,0.0,0,2,0,0,0,0,0.0,8,7,1,0,0,0,2013
839,Cullen Gillaspia,996.5,SEA,27,LB,44,0,0,0,0,0.0,0,0,0,0,0,0,0.0,17,8,9,0,0,0,2022
840,Curry Burns,710.0,WAS,25,DB,10,2,1,12,0,6.0,1,0,0,0,0,0,0.0,31,26,5,3,0,0,2006
841,Curtis Brown,552.67,PIT,25,DB,34,0,0,0,0,0.0,1,1,0,0,0,0,0.0,49,41,8,1,1,0,2013
842,Curtis Fuller,611.33,GNB,25,DB,35,2,1,3,0,1.0,5,0,0,0,0,0,0.0,61,41,20,0,0,0,2003
843,Curtis Keaton,1179.0,NOR,26,RB,6,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2002
844,Curtis Lofton,25.25,ATL,25,MLB,64,63,3,32,1,7.0,14,7,0,1,0,0,4.0,492,352,140,21,10,0,2011
845,Curtis Marsh,770.0,PHI,24,DB,22,0,0,0,0,0.0,2,0,2,0,0,0,0.0,14,13,1,0,0,0,2012
846,Curtis Painter,1256.0,IND,26,QB,9,8,0,0,0,0.0,0,0,5,1,-17,0,0.0,0,0,0,0,0,0,2011
847,Curtis Samuel,1122.0,CAR,24,WR,44,28,0,0,0,0.0,0,0,2,2,0,0,0.0,5,5,0,0,0,0,2020
848,Curtis Taylor,922.5,SFO,25,DB,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,2010
849,Curtis Weaver,1604.0,CLE,23,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,1,0,2021
850,Cyrus Gray,843.67,KAN,25,RB,35,0,0,0,0,0.0,0,0,0,2,0,0,0.0,13,10,3,0,0,0,2014
851,Cyrus Jones,833.67,BAL,26,DB,31,2,0,0,0,0.0,0,0,7,2,0,0,0.0,19,11,8,0,0,0,2019
852,D'Andre Swift,1563.0,DET,23,RB,14,8,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2022
853,D'Anthony Smith,862.0,SEA,25,DT,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,14,7,7,0,1,0,2013
854,D'Brickashaw Ferguson,1174.0,NYJ,26,LT,32,32,0,0,0,0.0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,2009
855,D'Joun Smith,1093.0,IND,23,DB,4,0,0,0,0,0.0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,2015
856,D'Qwell Jackson,84.25,CLE,26,LILB,49,48,4,30,0,4.25,11,1,0,1,0,0,3.0,408,277,131,10,8,0,2009
857,D.J. Alexander,640.75,PHI,27,LB,56,1,0,0,0,0.0,0,1,0,1,0,0,0.0,44,38,6,2,0,1,2018
858,D.J. Campbell,715.5,MIA,24,DB,9,4,0,0,0,0.0,1,0,0,0,0,0,0.0,15,13,2,1,0,0,2013
859,D.J. Fluker,1171.0,SDG,24,RG,12,12,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2015
860,D.J. Hayden,221.5,OAK,26,DB,45,25,3,0,0,0.0,26,3,0,0,0,0,1.0,179,160,19,6,0,0,2016
861,D.J. Jones,552.75,SFO,25,RDT,44,29,0,0,0,0.0,2,1,0,0,0,0,5.0,70,52,18,13,6,0,2020
862,D.J. Moore,792.57,CAR,24,WR,105,59,10,128,2,10.86,22,2,8,4,2,0,1.0,121,98,23,8,6,0,2021
863,D.J. Reader,440.5,HOU,25,NT,61,52,0,0,0,0.0,1,0,0,0,0,0,6.5,154,81,73,16,24,0,2019
864,D.J. Reed,271.25,SEA,25,RCB,55,24,4,30,0,6.75,19,2,3,4,5,1,1.0,194,149,45,5,1,0,2021
865,D.J. Smith,555.33,HOU,24,LB,23,9,1,11,0,3.67,5,0,0,0,0,0,2.0,83,62,21,5,3,0,2013
866,D.J. Swearinger,205.75,ARI,25,DB,59,35,6,44,0,9.25,19,5,0,3,12,0,3.0,229,179,50,11,6,0,2016
867,D.J. White,763.5,IND,24,DB,13,0,1,0,0,0.0,3,0,0,0,0,0,0.0,14,13,1,0,2,0,2017
868,D.J. Williams,470.64,CHI,32,MLB,137,90,2,10,0,0.91,19,9,0,3,1,0,11.0,571,419,152,44,12,0,2014
869,D.J. Wonnum,369.33,MIN,25,OLB,47,17,0,0,0,0.0,5,2,0,0,0,0,15.0,109,72,37,17,34,0,2022
870,D.K. Metcalf,1286.5,SEA,25,WR,34,34,0,0,0,0.0,0,0,3,0,0,0,0.0,2,2,0,0,0,0,2022
871,DJ Chark,749.0,JAX,22,WR,11,0,0,0,0,0.0,0,0,1,1,6,0,0.0,5,5,0,0,0,0,2018
872,Da'Norris Searcy,259.5,BUF,26,SS,62,23,5,102,1,16.0,13,3,0,3,74,1,4.0,209,144,65,10,7,0,2014
873,Da'Quan Bowers,620.25,TAM,24,DE,50,10,0,0,0,0.0,6,0,0,2,0,0,7.0,66,45,21,18,17,0,2014
874,Da'Rel Scott,957.0,NYG,24,RB,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2012
875,Da'Shawn Hand,737.25,2TM,26,DE,30,11,0,0,0,0.0,2,3,0,1,0,0,3.0,54,39,15,6,2,0,2021
876,DaJuan Morgan,691.0,IND,25,DB,30,2,0,0,0,0.0,0,0,0,2,0,0,0.0,42,40,2,3,1,0,2010
877,DaQuan Jones,512.5,TEN,26,LDE,51,45,0,0,0,0.0,0,1,0,2,0,1,6.0,110,66,44,10,13,0,2017
878,DaShon Polk,582.5,BUF,26,LB,53,1,0,0,0,0.0,0,0,0,0,0,0,0.0,86,59,27,1,0,0,2003
879,DaVon Hamilton,385.67,JAX,25,DT,44,28,0,0,0,0.0,4,1,0,3,0,0,4.5,132,67,65,9,13,0,2022
880,Dadi Nicolas,1251.0,KAN,24,LB,11,0,0,0,0,0.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,2016
881,DaeSean Hamilton,1217.0,DEN,25,WR,30,7,0,0,0,0.0,0,0,1,1,0,0,0.0,1,0,1,0,0,0,2020
882,Daeshon Hall,849.0,PHI,24,DE,12,0,0,0,0,0.0,0,0,0,0,0,0,1.5,9,6,3,1,3,0,2019
883,Daimion Stafford,415.5,TEN,25,SS,62,8,2,37,0,9.25,10,1,0,2,0,0,3.0,117,94,23,7,6,0,2016
884,Dak Prescott,1271.25,DAL,26,QB,64,64,0,0,0,0.0,0,0,31,13,-8,0,0.0,0,0,0,0,0,0,2019
885,Dakota Allen,831.0,2TM,27,LB,38,3,0,0,0,0.0,0,1,0,0,0,0,0.0,30,19,11,3,1,0,2022
886,Dakota Dozier,1027.0,NYJ,25,G,13,2,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2016
887,Daleroy Stewart,695.5,3TM,26,DT,26,1,0,0,0,0.0,1,1,0,0,0,0,1.5,28,19,9,4,0,0,2004
888,Dallas Clark,1070.5,IND,26,TE,30,27,0,0,0,0.0,0,0,2,1,0,0,0.0,1,1,0,0,0,0,2005
889,Dallas Goedert,1101.67,PHI,26,TE,46,31,0,0,0,0.0,0,0,3,2,0,0,0.0,5,4,1,0,0,0,2021
890,Dalton Schultz,1251.33,DAL,25,TE,44,36,0,0,0,0.0,0,0,1,2,0,0,0.0,2,2,0,0,0,0,2021
891,Dalvin Cook,1174.0,MIN,25,RB,28,28,0,0,0,0.0,0,0,9,2,0,0,0.0,0,0,0,0,0,0,2020
892,Dalvin Tomlinson,332.0,NYG,26,NT,64,64,0,0,0,0.0,5,1,0,0,0,0,8.0,207,106,101,21,20,0,2020
893,Damarious Randall,150.0,CLE,26,SS,54,45,14,232,2,39.5,41,0,0,2,0,0,0.0,229,198,31,8,0,0,2018
894,Damen Wheeler,689.0,JAX,24,DB,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,10,8,2,0,0,0,2001
895,Damian Swann,437.0,NOR,23,DB,7,2,0,0,0,0.0,4,0,0,0,0,0,0.0,22,20,2,1,1,0,2015
896,Damian Williams,1077.0,TEN,25,WR,26,2,0,0,0,0.0,0,0,2,1,0,0,0.0,4,4,0,0,0,0,2013
897,Damien Harris,1353.0,NWE,24,RB,25,25,0,0,0,0.0,0,0,3,4,2,0,0.0,0,0,0,0,0,0,2021
898,Damien Lewis,1041.0,SEA,25,G,16,16,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2022
899,Damien Nash,1299.0,DEN,24,RB,3,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2006
900,Damien Wilson,423.25,DAL,25,LLB,64,22,0,0,0,0.0,2,1,0,0,0,0,2.5,121,86,35,9,8,0,2018
901,Damion McIntosh,1216.0,SDG,26,LT,13,13,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2003
902,Damion Ratley,1090.0,CLE,24,WR,13,3,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2019
903,Damione Lewis,532.75,STL,26,RDT,53,22,0,0,0,0.0,5,2,0,1,0,0,9.5,94,68,26,12,0,0,2004
904,Damon Arnette,667.0,LVR,25,CB,13,7,0,0,0,0.0,3,0,0,0,0,0,0.0,29,23,6,1,0,0,2021
905,Damontae Kazee,299.25,ATL,27,DB,52,34,10,107,0,13.75,13,5,0,0,0,0,0.0,199,137,62,3,0,0,2020
906,Damontre Moore,572.75,SEA,24,DE,49,0,0,0,0,0.0,4,2,0,1,7,0,10.0,77,57,20,11,26,0,2016
907,Dan Alexander,820.0,TEN,23,RB,7,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,2001
908,Dan Buenning,1003.0,CHI,27,G,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2008
909,Dan Cody,1133.0,BAL,25,LB,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2006
910,Dan Connor,416.0,CAR,26,MLB,42,19,0,0,0,0.0,1,1,0,1,0,0,1.0,156,113,43,11,3,0,2011
911,Dan Feeney,1180.0,LAC,25,LG,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2019
912,Dan Gronkowski,834.0,DEN,25,TE,12,4,0,0,0,0.0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,2010
913,Dan Herron,934.25,2TM,26,RB,35,3,0,0,0,0.0,0,0,3,1,0,0,0.0,12,9,3,0,0,0,2015
914,Dan Klecko,750.75,IND,25,DT,39,3,0,0,0,0.0,0,0,1,1,4,0,2.0,43,28,15,2,0,0,2006
915,Dan Koppen,1198.67,NWE,27,C,48,47,0,0,0,0.0,0,0,1,5,-6,0,0.0,0,0,0,0,0,0,2006
916,Dan Morgan,176.25,CAR,26,MLB,42,42,5,56,0,10.75,13,2,0,5,0,0,4.0,289,209,80,13,0,0,2004
917,Dan O'Leary,911.0,BUF,24,TE,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2001
918,Dan Orlovsky,1255.0,DET,25,QB,10,7,0,0,0,0.0,0,0,3,2,-7,0,0.0,0,0,0,0,0,0,2008
919,Dan Williams,415.75,ARI,26,NT,54,31,1,2,1,0.5,8,0,0,1,0,0,1.0,125,89,36,6,8,0,2013
920,Dane Cruikshank,692.25,TEN,26,DB,44,4,1,13,0,3.25,2,1,0,0,0,0,0.0,65,46,19,1,0,0,2021
921,Dane Jackson,308.33,BUF,26,CB,37,22,3,19,0,5.67,23,1,0,1,0,0,0.0,113,95,18,2,0,0,2022
922,Danieal Manning,156.0,CHI,27,FS,61,40,6,136,0,31.25,19,7,2,4,4,0,2.0,273,220,53,4,4,1,2009
923,Daniel Bullocks,100.5,DET,25,SS,31,22,0,0,0,0.0,4,3,0,1,44,1,1.0,169,119,50,3,1,0,2008
924,Daniel Carlson,998.5,OAK,24,K,28,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2019
925,Daniel Graham,1001.33,NWE,27,TE,37,24,0,0,0,0.0,0,0,1,2,0,0,0.0,7,5,2,0,0,0,2005
926,Daniel Jones,1370.0,NYG,25,QB,54,53,0,0,0,0.0,0,0,42,10,-31,0,0.0,0,0,0,0,0,0,2022
927,Daniel Lasco,895.0,NOR,25,RB,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,7,7,0,0,0,0,2017
928,Daniel McCullers,895.5,PIT,25,DT,42,2,0,0,0,0.0,1,0,0,0,0,0,1.5,28,16,12,3,8,0,2017
929,Daniel Sepulveda,1027.33,PIT,26,P,44,0,0,0,0,0.0,0,0,0,0,0,0,0.0,6,6,0,0,0,0,2010
930,Daniel Te'o-Nesheim,779.75,TAM,27,LDE,39,27,0,0,0,0.0,0,0,0,0,0,0,5.0,56,36,20,11,16,0,2013
931,Daniel Thomas,782.2,JAX,24,S,68,5,1,53,0,10.6,2,0,3,2,0,0,0.0,56,41,15,0,0,0,2022
932,Danielle Hunter,251.75,MIN,24,LDE,62,33,0,0,0,0.0,3,3,0,3,56,2,40.0,206,141,65,52,58,1,2018
933,Danny Batten,463.0,BUF,24,LB,16,4,0,0,0,0.0,0,0,0,1,0,0,0.5,25,17,8,2,1,0,2011
934,Danny Clark,304.5,JAX,26,RLB,61,27,1,7,0,1.75,2,4,0,2,44,0,2.0,185,146,39,12,0,0,2003
935,Danny Pinter,1309.0,IND,26,G,17,3,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2022
936,Danny Shelton,436.25,NWE,25,NT,59,46,0,0,0,0.0,1,0,0,0,0,0,1.5,149,81,68,12,8,0,2018
937,Danny Trevathan,276.5,DEN,25,RILB,50,32,5,68,1,13.5,18,3,1,1,0,0,3.0,282,192,90,11,8,0,2015
938,Danny Vitale,857.0,GNB,26,RB,44,13,0,0,0,0.0,0,0,0,0,0,0,0.0,19,16,3,0,0,0,2019
939,Danny Watkins,1286.0,PHI,28,RG,11,6,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2012
940,Dante Fowler,397.67,2TM,24,DE/ROLB,47,7,0,0,0,0.0,6,4,0,4,53,1,16.0,83,64,19,18,27,0,2018
941,Dante Hall,997.0,KAN,24,WR,29,0,0,0,0,0.0,0,0,5,2,0,0,0.0,2,2,0,0,0,0,2002
942,Dante Hughes,605.0,SDG,25,DB,37,1,1,16,0,4.0,4,1,0,0,0,0,0.0,63,55,8,1,1,0,2010
943,Dante Pettis,1297.5,NYG,26,WR,15,7,0,0,0,0.0,0,0,3,1,0,0,0.0,1,1,0,0,0,0,2021
944,Dante Rosario,1003.5,CAR,26,TE,62,22,0,0,0,0.0,0,0,0,3,0,0,0.0,10,10,0,0,0,0,2010
945,Dante Wesley,553.0,CAR,26,DB,58,2,0,0,0,0.0,12,3,0,2,0,0,1.0,71,63,8,1,0,0,2005
946,Darcel McBath,713.25,SFO,27,DB,37,1,2,28,0,6.25,4,0,0,1,8,0,0.0,52,44,8,0,0,0,2012
947,Darell Scott,560.33,STL,25,DT,33,5,0,0,0,0.0,0,0,0,1,0,0,0.0,54,43,11,6,5,0,2011
948,Daren Stone,804.5,BAL,23,DB,20,0,0,0,0,0.0,1,0,0,1,0,0,0.0,14,12,2,0,0,0,2008
949,Darian Thompson,393.33,DAL,26,DB,33,21,1,0,0,0.0,9,0,0,1,0,0,1.5,127,90,37,5,4,0,2019
950,Darius Butler,361.75,IND,26,DB,53,18,7,192,3,35.5,28,1,0,2,0,0,0.0,121,104,17,0,0,0,2012
951,Darius Fleming,977.5,NWE,26,LB,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,10,3,7,0,0,0,2015
952,Darius Kilgo,841.33,TEN,27,DE,29,0,0,0,0,0.0,1,0,0,0,0,0,0.0,16,11,5,0,1,0,2018
953,Darius Phillips,577.0,CIN,26,DB,47,10,5,103,0,12.25,23,3,5,1,0,0,0.0,73,59,14,2,2,0,2021
954,Darius Philon,619.0,LAC,24,LDT,54,19,0,0,0,0.0,2,2,0,0,0,0,9.5,80,46,34,16,22,0,2018
955,Darius Slay,199.0,DET,25,LCB,58,49,6,66,0,13.25,48,1,0,0,0,0,1.0,198,166,32,3,1,0,2016
956,Darius Slayton,1136.0,NYG,25,WR,29,16,0,0,0,0.0,0,0,3,1,0,0,0.0,4,4,0,0,0,0,2022
957,Darius Watts,1295.0,DEN,23,WR,16,2,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,2004
958,Darnay Holmes,350.33,NYG,24,CB,38,11,2,15,0,5.0,15,1,0,1,22,0,0.5,97,72,25,2,4,0,2022
