,Player,Rk,Tm,Age,Pos,G,GS,Intcpt,IntYds,IntTD,Lng,PD,FF,Fmb,FR,FumYds,FumTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year
3404,Shaun Alexander,1081.33,SEA,26,RB,48,43,0,0,0,0.0,0,0,11,8,8,0,0.0,0,0,0,0,0,0,2003
3405,Shaun Bradley,629.0,PHI,25,LB,45,1,0,0,0,0.0,1,0,0,0,0,0,0.0,45,29,16,1,0,0,2022
3406,Shaun Cody,551.25,DET,25,DT,53,11,1,-2,0,-0.5,4,1,0,1,0,0,1.5,92,63,29,13,2,0,2008
3407,Shaun Dion Hamilton,386.0,WAS,25,LB,46,7,1,0,0,0.0,2,2,0,1,0,0,2.5,97,70,27,7,3,0,2020
3408,Shaun Ellis,244.75,NYJ,26,LDE,64,50,1,1,0,0.25,9,4,0,2,2,0,30.0,223,162,61,34,0,0,2003
3409,Shaun McDonald,1061.5,STL,24,WR,32,2,0,0,0,0.0,0,0,5,1,0,0,0.0,2,2,0,0,0,0,2005
3410,Shaun Phillips,289.5,SDG,26,LOLB,60,32,3,36,1,4.5,18,10,0,5,0,0,31.0,195,151,44,28,25,0,2007
3411,Shaun Prater,906.5,MIN,25,DB,19,3,1,30,0,15.0,1,0,0,0,0,0,0.0,10,7,3,0,0,0,2014
3412,Shaun Rogers,229.75,DET,25,RDT,62,60,0,0,0,0.0,16,4,0,3,0,0,13.5,255,177,78,42,0,0,2004
3413,Shaunard Harts,386.25,KAN,26,FS,51,17,2,39,1,9.75,7,1,0,4,19,0,2.0,171,146,25,6,0,0,2004
3414,Shawn Andrews,1115.0,PHI,25,RG,15,15,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2007
3415,Shawn Crable,949.0,NWE,26,DE,6,0,0,0,0,0.0,0,0,0,0,0,0,0.5,4,2,2,0,1,0,2010
3416,Shawn Nelson,1188.5,BUF,25,TE,17,13,0,0,0,0.0,0,0,3,2,0,0,0.0,2,1,1,0,0,0,2010
3417,Shawn Williams,470.25,CIN,25,SS,63,19,5,28,0,6.75,10,0,1,1,0,0,1.0,135,98,37,5,8,0,2016
3418,Shawn Worthen,862.0,MIN,26,DT,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,0,1,0,0,2001
3419,Shawne Merriman,398.75,SDG,24,LB,43,38,1,10,0,2.5,19,8,0,3,0,0,39.5,190,147,43,45,39,0,2008
3420,Shawntae Spencer,173.5,SFO,25,DB,55,40,6,85,1,15.25,38,2,0,2,11,0,2.0,242,213,29,6,1,0,2007
3421,Shea McClellin,422.0,CHI,26,LILB,52,31,0,0,0,0.0,2,1,0,2,0,0,7.5,161,98,63,16,20,0,2015
3422,Shelby Harris,694.33,DEN,26,LDE,24,6,0,0,0,0.0,3,0,0,0,0,0,6.5,48,32,16,8,11,0,2017
3423,Sheldon Brown,244.25,PHI,26,RCB,64,35,9,151,1,28.0,58,4,0,1,80,1,6.0,216,172,44,11,0,0,2005
3424,Sheldon Day,619.0,SFO,25,DT,56,2,0,0,0,0.0,4,0,0,0,0,0,6.0,53,38,15,14,10,0,2019
3425,Sheldon Rankins,505.5,NOR,25,DT,51,32,1,27,0,6.75,2,3,0,0,0,0,16.0,96,64,32,22,35,0,2019
3426,Sheldon Richardson,256.0,NYJ,26,LOLB,58,56,0,0,0,0.0,6,5,0,3,0,0,18.0,242,142,100,40,53,1,2016
3427,Sheldrick Redwine,515.67,2TM,25,DB,33,8,1,8,0,2.67,3,0,0,0,0,0,0.5,77,52,25,0,1,0,2021
3428,Shelton Gibson,1027.5,PHI,24,WR,20,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2018
3429,Sherrick McManis,742.5,CHI,26,DB,50,1,1,1,0,0.25,2,1,1,1,0,0,0.0,35,25,10,0,0,0,2013
3430,Sherrod Martin,292.0,CAR,28,DB,59,36,7,85,0,18.0,20,4,0,1,0,0,0.0,198,146,52,3,2,0,2012
3431,Shilique Calhoun,716.5,NWE,27,DE,41,1,0,0,0,0.0,1,1,0,0,0,0,0.5,38,24,14,3,10,0,2019
3432,Shiloh Keo,519.0,HOU,26,FS,42,11,2,5,0,1.67,7,0,0,0,0,0,0.0,82,66,16,0,0,0,2013
3433,Shonn Greene,1183.5,NYJ,27,RB,32,29,0,0,0,0.0,0,0,5,4,0,0,0.0,0,0,0,0,0,0,2012
3434,Shurron Pierson,915.0,CHI,22,DE,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,12,7,5,0,0,0,2004
3435,Shyrone Stith,709.0,JAX,22,RB,14,0,0,0,0,0.0,0,0,1,0,0,0,0.0,7,7,0,0,0,0,2000
3436,Siddeeq Shabazz,833.0,NOR,24,DB,28,0,0,0,0,0.0,0,0,0,1,0,0,0.0,20,18,2,0,0,0,2005
3437,Sidney Jones,545.25,JAX,24,RCB,31,14,4,5,0,1.0,19,1,0,0,0,0,0.0,76,63,13,3,0,0,2020
3438,Simeon Thomas,769.0,WAS,26,DB,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,8,5,3,0,0,0,2019
3439,Sinorice Moss,978.0,NYG,26,WR,8,0,0,0,0,0.0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,2009
3440,Sio Moore,268.0,2TM,26,LB,46,29,0,0,0,0.0,2,4,0,0,0,0,7.5,218,164,54,22,15,0,2016
3441,Sione Fua,874.75,CLE,26,DT,40,12,0,0,0,0.0,0,1,0,0,0,0,0.0,35,15,20,0,0,0,2014
3442,Sione Pouha,524.0,NYJ,29,DT,46,1,0,0,0,0.0,3,0,0,0,0,0,0.5,72,58,14,1,1,0,2008
3443,Sione Takitaki,334.0,CLE,27,LB,57,29,1,50,1,12.5,1,2,0,1,0,0,2.0,203,112,91,11,5,0,2022
3444,Siran Neal,505.75,BUF,27,DB,64,1,0,0,0,0.0,1,3,0,2,0,0,1.0,83,63,20,4,2,0,2021
3445,Slade Norris,1101.0,JAX,25,LB,9,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,2010
3446,Sloan Thomas,974.0,TEN,24,WR,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2005
3447,Snoop Minnis,1270.0,KAN,25,WR,2,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2002
3448,Solomon Bates,652.5,SEA,22,LB,17,3,0,0,0,0.0,2,0,0,0,0,0,0.0,37,25,12,1,0,0,2004
3449,Solomon Thomas,619.25,SFO,25,DE,48,30,0,0,0,0.0,0,0,0,1,0,0,6.0,95,73,22,16,23,0,2020
3450,Sony Michel,1273.0,LAR,26,RB,33,21,0,0,0,0.0,0,0,3,1,0,0,0.0,1,1,0,0,0,0,2021
3451,Spencer Adkins,815.33,ATL,24,LB,24,1,0,0,0,0.0,0,0,0,0,0,0,0.0,15,12,3,1,3,0,2011
3452,Spencer Larsen,813.75,DEN,27,FB,50,15,0,0,0,0.0,0,0,0,0,0,0,0.0,38,33,5,1,0,0,2011
3453,Spencer Long,1226.0,WAS,25,LG,13,13,0,0,0,0.0,0,0,0,1,4,0,0.0,0,0,0,0,0,0,2015
3454,Spencer Nead,724.0,STL,26,FB,10,0,0,0,0,0.0,0,0,1,0,0,0,0.0,8,7,1,0,0,0,2003
3455,Spencer Ware,1142.5,KAN,25,RB,25,16,0,0,0,0.0,0,0,4,2,0,0,0.0,2,2,0,0,0,0,2016
3456,Stacy Coley,1166.0,2TM,24,WR,3,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2018
3457,Stacy McGee,635.0,OAK,26,LDT,51,18,0,0,0,0.0,0,2,0,2,3,0,3.0,63,44,19,5,9,0,2016
3458,Stanford Keglar,795.0,HOU,25,LB,35,0,0,0,0,0.0,0,0,0,0,0,0,0.0,22,18,4,0,0,0,2010
3459,Stanford Routt,422.75,OAK,25,DB,62,22,4,37,0,9.25,16,0,0,0,0,0,1.0,111,99,12,1,0,0,2008
3460,Stanley Arnoux,862.0,NOR,24,LB,9,0,0,0,0,0.0,0,1,0,0,0,0,0.0,5,3,2,0,0,0,2010
3461,Stanley Havili,737.5,IND,26,RB,28,10,0,0,0,0.0,0,1,0,0,0,0,0.0,14,11,3,0,0,0,2013
3462,Stanley Jean-Baptiste,1058.0,BAL,27,DB,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2017
3463,Stanley McClover,737.0,CAR,23,DE,11,0,0,0,0,0.0,0,0,0,0,0,0,1.0,8,7,1,2,2,0,2007
3464,Stanley Wilson,485.0,DET,25,RCB,32,9,0,0,0,0.0,8,1,0,0,0,0,0.0,89,64,25,0,0,0,2007
3465,Stansly Maponga,938.5,ATL,23,DE,24,0,0,0,0,0.0,0,0,0,2,6,0,1.0,8,4,4,1,2,0,2014
3466,Stantley Thomas-Oliver,877.33,CAR,24,CB,25,0,0,0,0,0.0,0,0,0,0,0,0,0.0,17,12,5,0,0,0,2022
3467,Star Lotulelei,458.25,CAR,27,LDT,60,59,0,0,0,0.0,4,2,0,1,0,0,10.0,116,77,39,25,19,0,2016
3468,Stedman Bailey,848.33,STL,25,WR,38,8,0,0,0,0.0,0,2,0,1,0,0,0.0,11,9,2,0,0,0,2015
3469,Stefen Wisniewski,1327.0,OAK,25,C,16,16,0,0,0,0.0,0,0,1,2,-20,0,0.0,0,0,0,0,0,0,2014
3470,Stefon Diggs,1170.0,MIN,25,WR,28,23,0,0,0,0.0,0,0,2,3,0,0,0.0,0,0,0,0,0,0,2018
3471,Stepfan Taylor,931.25,ARI,25,RB,61,4,0,0,0,0.0,0,1,0,0,0,0,0.0,13,12,1,0,0,0,2016
3472,Stephen Gostkowski,935.25,NWE,25,K,64,0,0,0,0,0.0,0,0,0,1,0,0,0.0,14,10,4,0,0,0,2009
3473,Stephen Hill,1189.0,NYJ,22,WR,12,11,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2013
3474,Stephen McGee,1293.0,DAL,25,QB,2,1,0,0,0,0.0,0,0,1,1,-4,0,0.0,0,0,0,0,0,0,2010
3475,Stephen Nicholas,260.0,ATL,27,LLB,61,24,1,0,0,0.0,6,1,0,2,0,0,5.0,211,174,37,7,9,0,2010
3476,Stephen Paea,542.5,CHI,26,RDT,55,40,0,0,0,0.0,6,2,0,0,0,0,12.0,94,56,38,18,23,1,2014
3477,Stephen Sullivan,1211.5,CAR,26,TE,15,0,0,0,0,0.0,0,0,0,1,0,0,0.0,4,2,2,0,0,0,2022
3478,Stephen Tulloch,173.75,TEN,24,MLB,64,29,1,0,0,0.0,6,0,0,4,4,0,3.5,307,225,82,20,7,0,2009
3479,Stephen Weatherly,692.0,MIN,25,LB,49,7,0,0,0,0.0,1,2,0,0,0,0,6.0,67,45,22,13,17,0,2019
3480,Stephon Gilmore,218.0,BUF,25,RCB,53,51,9,117,0,19.75,50,3,0,1,0,0,0.0,178,156,22,4,0,0,2015
3481,Stephon Tuitt,394.0,PIT,24,RDE,56,44,1,3,0,0.75,6,4,0,0,0,0,14.5,134,98,36,25,42,0,2017
3482,Stephone Anthony,496.5,MIA,26,LB,50,19,1,5,0,1.25,5,2,0,1,31,1,1.0,151,97,54,9,5,0,2018
3483,Sterling Hofrichter,1222.0,TAM,25,P,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2021
3484,Sterling Shepard,1284.0,NYG,24,WR,11,10,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2017
3485,Stevan Ridley,1072.0,NWE,23,RB,16,12,0,0,0,0.0,0,0,4,0,0,0,0.0,1,1,0,0,0,0,2012
3486,Steve Beauharnais,1014.5,WAS,24,LB,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,2014
3487,Steve Breaston,1099.25,ARI,27,WR,60,26,0,0,0,0.0,0,1,3,5,0,1,0.0,2,2,0,0,0,0,2010
3488,Steve Hutchinson,1165.0,SEA,27,LG,32,32,0,0,0,0.0,0,0,1,3,0,0,0.0,0,0,0,0,0,0,2004
3489,Steve Johnson,1014.0,BUF,24,WR,27,14,0,0,0,0.0,0,0,1,0,0,0,0.0,4,3,1,0,0,0,2010
3490,Steve Josue,784.0,GNB,24,LB,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,2004
3491,Steve Slaton,1293.0,HOU,22,RB,16,15,0,0,0,0.0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,2008
3492,Steve Smith Sr.,1235.33,CAR,24,WR,46,25,0,0,0,0.0,0,0,18,10,2,0,0.0,0,0,0,0,0,0,2003
3493,Steve Warren,703.0,GNB,24,DT,25,0,0,0,0,0.0,4,0,0,0,0,0,1.0,19,16,3,2,0,0,2002
3494,Steve Williams,525.33,2TM,25,DB,32,4,2,6,0,2.0,9,2,0,1,0,0,1.0,48,45,3,0,1,0,2016
3495,Steven Jackson,1189.33,STL,24,RB,43,43,0,0,0,0.0,0,0,12,5,-7,0,0.0,0,0,0,0,0,0,2007
3496,Steven Means,1019.33,PHI,26,DE,19,0,0,0,0,0.0,0,1,0,0,0,0,1.0,9,5,4,0,2,0,2016
3497,Steven Nelson,278.0,KAN,25,RCB,52,38,4,53,0,8.75,35,1,0,2,0,0,0.0,182,158,24,8,1,0,2018
3498,Stevenson Sylvester,804.25,PIT,25,LB,50,2,0,0,0,0.0,0,2,0,0,0,0,0.0,34,25,9,1,0,0,2013
3499,Stevie Brown,420.33,NYG,25,SS,39,12,8,307,0,23.33,13,2,0,2,9,0,0.0,111,93,18,3,1,0,2012
3500,Stewart Bradley,202.0,PHI,27,MLB,44,29,3,30,0,10.0,13,1,0,1,0,0,3.0,197,157,40,22,10,0,2010
3501,Stockar McDougle,1215.0,DET,26,RT,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2003
3502,Stuart Schweigert,102.5,OAK,26,FS,63,42,4,45,0,10.75,20,2,0,4,3,0,0.0,316,257,59,1,0,0,2007
3503,Su'a Cravens,464.0,DEN,23,LB,16,3,1,2,0,1.0,5,0,0,1,0,0,1.0,52,35,17,4,3,0,2018
3504,Sutton Smith,1351.0,LVR,25,LB,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2021
3505,Syd'Quan Thompson,615.0,DEN,23,DB,13,0,2,20,0,18.0,4,0,3,1,0,0,0.0,18,12,6,0,0,0,2010
3506,Sylvester Williams,482.0,DEN,28,NT,60,48,0,0,0,0.0,2,0,0,1,0,0,5.5,94,67,27,17,14,0,2016
3507,Syndric Steptoe,1301.0,CLE,24,WR,16,5,0,0,0,0.0,0,0,1,1,6,0,0.0,0,0,0,0,0,0,2008
3508,T.J. Brunson,922.0,NYG,23,LB,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2020
3509,T.J. Carrie,203.25,OAK,27,RCB,60,37,3,44,0,11.0,31,3,2,5,0,0,0.0,205,171,34,5,2,0,2017
3510,T.J. Clemmings,1144.0,MIN,24,RT,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2015
3511,T.J. Duckett,1135.0,ATL,21,RB,12,3,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2002
3512,T.J. Graham,852.5,NOR,26,WR,16,1,0,0,0,0.0,0,0,0,3,0,0,0.0,15,9,6,0,0,0,2015
3513,T.J. Green,493.0,2TM,24,DB,33,11,0,0,0,0.0,3,0,0,0,0,0,0.0,90,65,25,5,5,0,2019
3514,T.J. Hockenson,1020.0,DET,24,TE,12,12,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2021
3515,T.J. Houshmandzadeh,1023.0,CIN,25,WR,16,5,0,0,0,0.0,0,0,3,1,0,0,0.0,1,1,0,0,0,0,2002
3516,T.J. Jones,1046.0,DET,23,WR,10,0,0,0,0,0.0,0,0,2,1,0,0,0.0,1,1,0,0,0,0,2015
3517,T.J. Lang,1249.0,GNB,24,LG,28,16,0,0,0,0.0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,2011
3518,T.J. Logan,949.0,TAM,25,FB,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2019
3519,T.J. McDonald,127.75,LAR,25,SS,53,53,4,18,0,4.5,17,1,0,2,3,0,5.0,284,218,66,23,9,0,2016
3520,T.J. Rushing,751.0,IND,26,DB,35,0,0,0,0,0.0,1,0,1,0,0,0,0.0,30,26,4,0,0,0,2009
3521,T.J. Slaughter,285.75,3TM,26,LB,44,29,0,0,0,0.0,7,3,0,2,0,0,2.0,203,148,55,17,0,0,2003
3522,T.J. Turner,1044.0,NWE,23,LB,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,2001
3523,T.J. Ward,132.5,CLE,27,SS,54,54,5,133,1,26.0,22,5,0,1,51,1,3.5,342,248,94,17,6,0,2013
3524,T.J. Watt,179.25,PIT,26,LOLB,62,62,4,24,0,6.0,25,17,0,4,0,0,49.5,230,168,62,59,111,0,2020
3525,T.J. Yates,1304.33,HOU,26,QB,13,5,0,0,0,0.0,0,0,8,3,-5,0,0.0,0,0,0,0,0,0,2013
3526,T.Y. Hilton,1138.67,IND,25,WR,46,26,0,0,0,0.0,0,1,5,1,0,0,0.0,1,1,0,0,0,0,2014
3527,Tab Perry,963.33,CIN,25,WR,20,1,0,0,0,0.0,0,0,2,2,0,0,0.0,15,12,3,0,0,0,2007
3528,Taco Charlton,591.5,KAN,26,DE,44,12,0,0,0,0.0,2,4,0,1,0,0,11.0,74,46,28,12,20,0,2020
3529,Tae Crowder,196.67,NYG,25,LB,41,31,2,26,0,5.67,8,2,1,1,43,1,2.0,232,124,108,9,6,0,2022
3530,Tahir Whitehead,408.0,DET,25,LLB,62,23,3,28,0,7.0,11,2,0,1,0,0,2.0,157,118,39,11,6,0,2015
3531,Taiwan Jones,617.67,OAK,25,RB,40,0,0,0,0,0.0,0,1,3,4,-2,0,0.0,34,30,4,1,0,0,2013
3532,Takkarist McKinley,564.5,ATL,25,DE,49,25,0,0,0,0.0,2,2,0,1,0,0,17.5,79,53,26,22,45,0,2020
3533,Talman Gardner,817.5,NOR,24,WR,21,2,0,0,0,0.0,0,0,0,0,0,0,0.0,11,11,0,1,0,0,2004
3534,Tamba Hali,190.5,KAN,26,ROLB,63,63,1,-9,0,-2.25,9,14,0,2,0,0,27.0,239,182,57,34,35,1,2009
3535,Tanard Jackson,262.0,TAM,25,DB,46,46,8,137,2,21.5,24,5,0,5,21,0,1.0,204,180,24,6,1,0,2010
3536,Tandon Doss,991.0,BAL,24,WR,15,2,0,0,0,0.0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,2013
3537,Tank Carder,674.0,CLE,26,LB,62,2,0,0,0,0.0,1,0,0,0,0,0,0.0,48,33,15,0,0,1,2015
3538,Tank Carradine,542.0,SFO,26,DE,36,1,0,0,0,0.0,0,1,0,0,0,0,4.0,57,40,17,0,0,0,2016
3539,Tank Johnson,521.25,DAL,26,DT,54,16,0,0,0,0.0,6,1,0,1,0,0,11.0,93,73,20,21,12,1,2007
3540,Tank Tyler,489.67,2TM,24,DT,43,19,0,0,0,0.0,0,0,0,1,7,0,0.0,82,63,19,3,5,0,2009
3541,Tank Williams,178.5,TEN,25,SS,57,57,5,14,0,3.5,19,3,0,3,33,0,3.5,266,197,69,8,0,0,2005
3542,Tanner Muse,829.5,SEA,26,LB,23,1,0,0,0,0.0,1,0,0,0,0,0,0.0,20,13,7,0,0,0,2022
3543,Tanner Vallejo,614.25,ARI,26,LB,55,1,0,0,0,0.0,0,2,0,0,0,0,2.0,66,48,18,3,3,0,2020
3544,Tanoh Kpassagnon,585.25,KAN,26,LDE,61,24,0,0,0,0.0,5,1,0,1,0,0,7.0,75,52,23,12,18,0,2020
3545,Tanzel Smart,869.33,NYJ,26,DT,32,4,0,0,0,0.0,1,0,0,0,0,0,0.0,24,13,11,0,1,0,2020
3546,Tarell Basham,579.0,NYJ,26,LOLB,58,12,1,1,0,0.25,7,4,0,1,2,0,7.5,84,48,36,9,23,0,2020
3547,Tarell Brown,488.0,SFO,25,DB,55,5,5,115,1,28.5,16,0,0,0,0,0,0.0,111,97,14,0,1,0,2010
3548,Tarik Cohen,1110.33,CHI,24,RB,48,22,0,0,0,0.0,0,0,13,4,-3,0,0.0,1,1,0,0,0,0,2019
3549,Taron Johnson,138.5,BUF,25,RLB,55,35,3,55,1,13.75,22,4,0,0,0,0,6.0,262,196,66,12,8,0,2021
3550,Tarvaris Jackson,1196.5,MIN,25,QB,13,7,0,0,0,0.0,0,0,9,2,-9,0,0.0,0,0,0,0,0,0,2008
3551,Tarvarius Moore,367.67,SFO,24,SS,48,13,0,0,0,0.0,6,2,0,1,3,0,0.0,100,73,27,1,0,0,2020
3552,Tashard Choice,1033.67,3TM,27,RB,45,4,0,0,0,0.0,0,0,3,2,-1,0,0.0,4,3,1,0,0,0,2011
3553,Tatum Bell,1081.33,DEN,25,RB,42,14,0,0,0,0.0,0,0,9,3,0,0,0.0,4,4,0,0,0,0,2006
3554,Taurean Nixon,1086.0,DEN,25,DB,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2016
3555,Tavares Gooden,573.75,SFO,27,LB,42,12,0,0,0,0.0,1,1,0,0,0,0,0.0,81,66,15,4,3,0,2011
3556,Taven Bryan,550.5,JAX,25,DT,63,17,0,0,0,0.0,1,1,0,0,0,0,5.5,86,51,35,15,25,0,2021
3557,Tavon Austin,1128.0,LAR,26,WR,59,41,0,0,0,0.0,0,0,17,9,0,0,0.0,0,0,0,0,0,0,2016
3558,Tavon Wilson,574.5,NWE,25,DB,54,4,5,161,1,29.75,10,0,0,2,0,0,0.0,79,60,19,1,2,0,2015
3559,Tavon Young,198.5,BAL,24,DB,31,17,3,22,0,8.0,13,0,0,3,74,2,2.0,90,79,11,7,3,0,2018
3560,Tay Cody,595.0,SDG,26,DB,19,11,2,3,0,1.0,5,0,0,1,0,0,0.0,73,65,8,1,0,0,2003
3561,Taylor Hart,816.5,SFO,25,DE,15,1,0,0,0,0.0,0,0,0,0,0,0,0.0,29,13,16,1,0,0,2016
3562,Taylor Jacobs,931.0,WAS,23,WR,23,4,0,0,0,0.0,0,0,0,0,0,0,0.0,5,5,0,0,0,0,2004
3563,Taylor Mays,524.25,CIN,25,DB,50,10,0,0,0,0.0,6,1,0,2,0,0,0.0,89,64,25,1,0,0,2013
3564,Taylor Rapp,111.25,LAR,25,DB,57,48,9,103,1,16.75,23,1,0,3,0,0,1.5,330,216,114,8,5,0,2022
3565,Taylor Thompson,813.33,TEN,25,TE,35,8,0,0,0,0.0,0,0,0,0,0,0,0.0,19,14,5,0,0,0,2014
3566,Taylor Whitley,1298.0,MIA,24,RG,16,11,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2004
3567,Taywan Taylor,854.0,TEN,22,WR,16,4,0,0,0,0.0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,2017
3568,Ted Ginn Jr.,1136.5,SFO,25,WR,61,35,0,0,0,0.0,0,0,11,5,-9,0,0.0,2,2,0,0,0,0,2010
3569,Ted Larsen,1210.5,TAM,26,C,32,17,0,0,0,0.0,0,0,1,3,-14,0,0.0,0,0,0,0,0,0,2013
3570,Teddy Bridgewater,1142.0,MIN,23,QB,29,28,0,0,0,0.0,0,0,11,2,-2,0,0.0,0,0,0,0,0,0,2015
3571,Teddy Lehman,525.0,DET,26,LB,41,16,2,22,0,4.5,5,2,0,0,0,0,1.0,148,105,43,8,0,0,2007
3572,Tedric Thompson,596.5,KAN,25,DB,37,16,3,18,0,4.5,5,1,2,3,0,0,0.0,93,63,30,0,0,0,2020
3573,Tee Higgins,1219.0,CIN,22,WR,14,14,0,0,0,0.0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,2021
3574,Tee Martin,1208.0,OAK,25,QB,2,0,0,0,0,0.0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,2003
3575,Teez Tabor,476.5,DET,23,DB,22,5,0,0,0,0.0,0,0,0,0,0,0,0.0,42,36,6,0,1,0,2018
3576,Telvin Smith,15.0,JAX,26,LLB,60,53,7,97,2,17.25,24,4,0,5,52,1,6.5,453,346,107,48,8,0,2017
3577,Temarrick Hemingway,1038.5,DEN,25,TE,13,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2018
3578,Terdell Sands,715.0,OAK,25,DT,19,1,0,0,0,0.0,2,0,0,0,0,0,0.0,26,20,6,1,0,0,2004
3579,Terence Newman,104.75,DAL,28,LCB,64,64,12,82,0,17.5,64,3,4,5,0,0,2.0,269,242,27,11,0,0,2006
3580,Terna Nande,1052.0,TEN,23,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2006
3581,Terrance Knighton,397.75,JAX,26,DT,61,49,1,-3,0,-0.75,7,3,0,1,7,0,7.5,140,95,45,20,20,0,2012
3582,Terrance Mitchell,415.33,KAN,25,RCB,30,11,5,38,0,0.0,27,1,0,0,0,0,1.0,85,75,10,0,1,0,2017
3583,Terreal Bierria,383.5,SEA,24,SS,29,12,1,10,0,5.0,5,1,0,0,0,0,0.0,91,63,28,1,0,0,2004
3584,Terrell Burgess,740.0,2TM,24,0,31,3,0,0,0,0.0,1,0,0,0,0,0,0.0,29,18,11,0,0,0,2022
3585,Terrell Edmunds,78.25,PIT,24,SS,64,60,5,61,0,14.25,21,0,0,1,0,0,3.0,340,235,105,12,7,0,2021
3586,Terrell Lewis,679.67,LAR,24,OLB,30,7,1,0,0,0.0,3,1,0,0,0,0,6.0,40,27,13,8,10,0,2022
3587,Terrell Manning,1043.0,GNB,22,LB,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,2012
3588,Terrell McClain,585.33,DAL,26,DT,41,12,0,0,0,0.0,0,1,0,2,0,0,2.0,48,35,13,5,6,0,2014
3589,Terrell Suggs,251.5,BAL,24,LB,64,48,3,49,0,12.25,16,12,0,9,31,0,40.0,230,164,66,47,15,0,2006
3590,Terrell Thomas,111.67,NYG,25,RCB,44,34,11,156,1,24.67,38,6,0,2,0,0,2.0,231,190,41,13,5,0,2010
3591,Terrelle Smith,1253.0,NOR,23,FB,14,9,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2001
3592,Terrence Austin,1038.5,WAS,23,WR,18,0,0,0,0,0.0,0,0,1,0,0,0,0.0,4,2,2,0,0,0,2011
3593,Terrence Brooks,653.0,NYJ,25,DB,49,1,3,19,0,4.75,7,2,0,1,0,0,0.0,45,37,8,1,5,0,2017
3594,Terrence Cody,602.5,BAL,25,DT,56,21,0,0,0,0.0,2,0,0,0,0,0,0.0,87,45,42,4,0,0,2013
3595,Terrence Fede,659.75,MIA,26,DE,51,0,0,0,0,0.0,0,0,0,2,0,0,1.0,55,34,21,2,3,1,2017
3596,Terrence Frederick,713.0,NOR,24,DB,5,3,0,0,0,0.0,0,0,0,0,0,0,0.0,19,17,2,2,0,0,2014
3597,Terrence Holt,345.0,DET,26,FS,53,27,8,101,0,22.0,15,3,1,5,38,0,0.5,174,128,46,2,2,0,2006
3598,Terrence Kiel,147.5,SDG,26,SS,59,51,4,46,0,11.5,22,2,0,3,6,0,2.0,278,218,60,7,0,0,2006
3599,Terrence McGee,145.75,BUF,26,LCB,60,43,9,123,1,17.5,47,3,5,4,106,1,3.0,276,228,48,8,0,0,2006
3600,Terrence Wheatley,990.5,NWE,24,DB,11,1,0,0,0,0.0,2,0,0,0,0,0,0.0,4,4,0,0,0,0,2009
